,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town
925,5.0,2.0,5.0,3.0,1.0,5.0,4.0,2.0,5.0,few hours a day,5.0,20.0,0.0,female,city
926,5.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,few hours a day,4.0,22.0,1.0,male,city
927,5.0,3.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,few hours a day,4.0,19.0,1.0,female,city
928,5.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,2.0,few hours a day,4.0,19.0,0.0,female,city
929,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,few hours a day,3.0,27.0,1.0,female,city
930,5.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0,few hours a day,3.0,18.0,5.0,female,city
931,5.0,2.0,5.0,1.0,2.0,3.0,1.0,4.0,4.0,most of the day,4.0,18.0,2.0,male,city
932,5.0,4.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,few hours a day,5.0,20.0,1.0,female,city
933,5.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,few hours a day,3.0,17.0,3.0,female,city
934,5.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,few hours a day,2.0,19.0,0.0,,city
935,5.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,few hours a day,3.0,16.0,1.0,female,city
936,4.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,few hours a day,2.0,21.0,0.0,female,city
937,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,few hours a day,5.0,18.0,4.0,female,village
938,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,few hours a day,1.0,19.0,0.0,female,city
939,4.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,few hours a day,3.0,20.0,0.0,female,city
940,5.0,5.0,,4.0,3.0,4.0,3.0,2.0,4.0,few hours a day,2.0,16.0,4.0,male,city
941,5.0,1.0,5.0,2.0,2.0,2.0,2.0,5.0,1.0,few hours a day,1.0,18.0,3.0,female,village
942,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,3.0,most of the day,4.0,24.0,0.0,male,village
943,4.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,less than an hour a day,2.0,22.0,2.0,female,city
944,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,few hours a day,3.0,19.0,1.0,female,village
945,5.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,3.0,few hours a day,1.0,22.0,1.0,male,city
946,5.0,2.0,5.0,3.0,1.0,1.0,4.0,4.0,3.0,few hours a day,1.0,22.0,0.0,male,city
947,5.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,few hours a day,3.0,16.0,1.0,female,village
948,5.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,few hours a day,4.0,18.0,1.0,female,village
949,5.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,most of the day,3.0,18.0,3.0,female,city
950,5.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,most of the day,5.0,15.0,0.0,male,village
951,4.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0,1.0,most of the day,1.0,26.0,3.0,male,city
952,5.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,few hours a day,5.0,19.0,1.0,male,city
953,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,few hours a day,4.0,20.0,1.0,female,city
954,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,few hours a day,3.0,20.0,0.0,female,city
955,5.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,few hours a day,3.0,19.0,1.0,female,city
956,5.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0,most of the day,3.0,20.0,2.0,male,city
957,5.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,few hours a day,3.0,20.0,5.0,male,city
958,5.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,4.0,few hours a day,2.0,22.0,2.0,female,city
959,4.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,few hours a day,2.0,24.0,1.0,female,city
960,5.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,3.0,few hours a day,3.0,,,female,city
961,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,few hours a day,5.0,20.0,3.0,male,village
962,5.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,4.0,less than an hour a day,5.0,21.0,1.0,female,village
963,4.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,most of the day,4.0,23.0,0.0,male,city
964,5.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,few hours a day,4.0,21.0,3.0,male,city
965,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,few hours a day,3.0,17.0,2.0,female,city
966,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,less than an hour a day,1.0,19.0,1.0,female,city
967,5.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,few hours a day,4.0,18.0,1.0,male,city
968,5.0,3.0,5.0,2.0,5.0,4.0,1.0,2.0,3.0,few hours a day,3.0,19.0,2.0,male,city
969,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,few hours a day,2.0,19.0,2.0,male,village
970,5.0,1.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,few hours a day,1.0,22.0,1.0,male,city
971,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,few hours a day,4.0,18.0,1.0,male,city
972,5.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,4.0,less than an hour a day,3.0,19.0,0.0,female,city
973,5.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,most of the day,4.0,20.0,2.0,female,city
974,5.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,1.0,few hours a day,3.0,21.0,0.0,female,city
975,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,most of the day,3.0,23.0,1.0,female,village
976,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,few hours a day,4.0,19.0,1.0,female,city
977,5.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,few hours a day,2.0,19.0,1.0,male,village
978,5.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,few hours a day,2.0,21.0,2.0,female,city
979,5.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,few hours a day,3.0,19.0,0.0,male,city
980,5.0,1.0,5.0,5.0,1.0,3.0,5.0,2.0,4.0,less than an hour a day,1.0,18.0,2.0,female,city
981,5.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,most of the day,5.0,19.0,1.0,female,village
982,5.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,few hours a day,2.0,18.0,2.0,male,city
983,5.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,few hours a day,2.0,22.0,2.0,female,village
984,5.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,1.0,most of the day,4.0,21.0,1.0,female,city
985,5.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,few hours a day,5.0,20.0,1.0,female,city
986,4.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,few hours a day,1.0,19.0,3.0,female,city
987,4.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,few hours a day,3.0,20.0,1.0,male,city
988,5.0,,5.0,5.0,4.0,1.0,1.0,5.0,3.0,few hours a day,1.0,19.0,0.0,male,city
989,5.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,most of the day,3.0,30.0,2.0,female,village
990,5.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,few hours a day,1.0,29.0,1.0,male,city
991,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,1.0,most of the day,3.0,21.0,0.0,male,city
992,4.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,most of the day,1.0,30.0,1.0,male,city
993,5.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,few hours a day,4.0,21.0,0.0,female,city
994,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,4.0,few hours a day,3.0,20.0,0.0,female,city
995,5.0,5.0,5.0,3.0,4.0,5.0,1.0,4.0,4.0,few hours a day,4.0,18.0,0.0,female,city
996,5.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,few hours a day,3.0,20.0,0.0,male,
997,5.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,,less than an hour a day,3.0,19.0,1.0,female,
998,5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,3.0,few hours a day,4.0,28.0,1.0,male,city
999,5.0,5.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,few hours a day,3.0,19.0,1.0,male,city
1000,5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,few hours a day,1.0,16.0,1.0,female,city
1001,5.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,few hours a day,2.0,18.0,2.0,female,city
1002,5.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,few hours a day,4.0,22.0,1.0,male,city
1003,4.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,4.0,few hours a day,3.0,20.0,1.0,female,city
1004,5.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,few hours a day,4.0,22.0,1.0,male,city
1005,5.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,4.0,few hours a day,3.0,20.0,1.0,female,city
1006,4.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,4.0,less than an hour a day,3.0,27.0,5.0,male,village
1007,4.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,most of the day,1.0,18.0,0.0,female,city
1008,5.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,3.0,most of the day,3.0,25.0,1.0,female,city
1009,5.0,3.0,5.0,2.0,2.0,5.0,1.0,3.0,3.0,few hours a day,5.0,21.0,1.0,male,village
