,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
213,1514,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium     ,Gates 1-12,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
215,2481,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,89.0,Average,Somewhat safe,Neutral
217,1150,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,49.9999999999998,Clean,Very safe,Very satisfied
218,1105,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satsified
219,2945,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0,Somewhat clean,Somewhat safe,Somewhat satsified
220,261,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Clean,Very safe,Somewhat satsified
221,819,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,80.0,Somewhat clean,Neutral,Neutral
223,2924,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified
224,2245,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Somewhat safe,Somewhat satsified
225,238,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified
226,1077,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,385.0,Somewhat clean,Somewhat safe,Neutral
227,3176,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
228,1798,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Neutral,Neutral
229,1737,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,420.0,Somewhat clean,Somewhat safe,Very satisfied
230,3264,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,390.0,Somewhat clean,Very safe,Very satisfied
231,2663,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,152.0,Clean,Somewhat safe,Somewhat satsified
232,1321,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Somewhat clean,Very safe,Neutral
233,2377,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,250.0,Average,Neutral,Somewhat satsified
234,3024,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
235,713,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified
236,2385,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,2018-12-31,515.0,Somewhat clean,Very safe,Somewhat satsified
237,1732,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified
238,2878,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Very satisfied
239,1607,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Very safe,Neutral
240,2562,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Somewhat satsified
241,2682,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral
242,1771,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
243,3265,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,82.0,Clean,Somewhat safe,Somewhat satsified
244,2937,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,225.0,Average,Somewhat safe,Neutral
245,2550,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,300.0,Clean,Very safe,Very satisfied
246,810,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral
248,664,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified
249,2894,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
250,2703,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
251,2364,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
252,1038,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
253,3030,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied
254,1438,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
255,1634,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Somewhat satsified
256,2142,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral
257,3198,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,2018-12-31,1365.0,Average,Somewhat safe,Somewhat unsatisfied
259,2658,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
260,282,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,224.0,Clean,Very safe,Somewhat satsified
261,100,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
263,3243,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satsified
265,1646,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350.0,Somewhat clean,Very safe,Neutral
267,662,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,225.0,Clean,Very safe,Very satisfied
269,622,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Somewhat clean,Very safe,Neutral
270,2132,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,183.0,Average,Very safe,Somewhat satsified
271,2395,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Very satisfied
272,2126,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,190.0,Clean,Very safe,Somewhat satsified
273,325,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,55.00000000000011,Somewhat clean,Very safe,Somewhat satsified
274,2531,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Very satisfied
275,3210,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Very satisfied
276,1816,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Average,Somewhat safe,Somewhat satsified
278,2852,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,607.0,Somewhat clean,Very safe,Neutral
279,3063,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Clean,Very safe,Somewhat satsified
280,1923,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified
281,2785,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
282,415,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,55.0,Somewhat clean,Very safe,Very satisfied
283,419,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium     ,Gates 60-69,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified
284,1669,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
285,420,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,158.0,Somewhat clean,Somewhat safe,Somewhat satsified
289,2473,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,231.0,Somewhat clean,Somewhat safe,Somewhat satsified
290,1769,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified
291,2122,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral
292,2921,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied
293,1180,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Clean,Very safe,Somewhat satsified
294,836,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
295,2899,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Clean,Very safe,Very satisfied
296,659,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Very safe,Neutral
297,2240,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified
298,323,Thursday,UNITED,BURBANK,West US,    Small,Gates 70-90,2018-12-31,250.0,Clean,Very safe,Very satisfied
299,506,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,148.0,Average,Somewhat safe,Somewhat unsatisfied
300,2864,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,148.0,Somewhat clean,Somewhat safe,Neutral
302,2654,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub     ,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satsified
303,2662,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,105.0,Clean,Neutral,Somewhat satsified
304,430,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,173.0,Clean,Very safe,Very satisfied
305,1281,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
306,2966,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Very safe,Somewhat satsified
307,1968,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified
309,3249,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,185.0,Clean,Very safe,Very satisfied
310,2941,Friday,TURKISH AIRLINES,ISTANBUL,middle east,    Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral
311,2810,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified
313,2613,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100.0,Somewhat clean,Somewhat safe,Neutral
314,1914,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified
315,194,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,190.0,Somewhat clean,Somewhat safe,Somewhat satsified
316,2316,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied
317,1430,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82.0,Clean,Somewhat safe,Very satisfied
318,2881,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,130.0,Clean,Very safe,Very satisfied
319,1864,Tuesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,100.0,Average,Somewhat safe,Somewhat unsatisfied
321,1702,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
322,653,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Neutral,Neutral
323,1500,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,135.0,Somewhat clean,Neutral,Neutral
324,2660,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Somewhat satsified
325,656,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified
326,1908,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satsified
327,427,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,485.0,Somewhat clean,Very safe,Somewhat satsified
328,630,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,85.0,Clean,Neutral,Very satisfied
329,1928,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
331,1587,Wednesday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,110.0,Somewhat clean,Somewhat safe,Somewhat satsified
332,1830,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Clean,Very safe,Very satisfied
333,2516,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,199.0,Clean,Somewhat safe,Somewhat satsified
334,1076,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Average,Somewhat safe,Somewhat satsified
335,2943,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,125.0,Clean,Very safe,Very satisfied
336,2939,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,585.0,Average,Very safe,Somewhat unsatisfied
337,605,Thursday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satsified
338,288,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,104.0,Somewhat clean,Somewhat safe,Somewhat satsified
339,2622,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Somewhat clean,Somewhat safe,Neutral
340,3124,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,143.0,Somewhat clean,Neutral,Somewhat satsified
341,2431,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satsified
342,1657,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral
343,879,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified
344,886,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Somewhat satsified
345,1557,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
346,806,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
347,692,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,213.0,Average,Neutral,Neutral
348,196,Wednesday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,100.0,Average,Neutral,Neutral
349,855,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,334.0,Somewhat clean,Very safe,Somewhat satsified
350,3010,Wednesday,AMERICAN,MIAMI,EAST US,Hub     ,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satsified
351,2338,Wednesday,UNITED,AUSTIN,Midwest US,Medium     ,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
353,1891,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified
354,2403,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,230.0,Average,Very safe,Neutral
355,448,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
356,1182,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Average,Neutral,Neutral
357,1609,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Somewhat clean,Very safe,Neutral
360,3260,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Very safe,Very satisfied
361,308,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,80.0000000000002,Clean,Very safe,Somewhat satsified
362,972,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,130.0,Average,Very safe,Neutral
363,1553,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Very satisfied
364,1812,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Somewhat safe,Somewhat satsified
365,1061,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Very safe,Very satisfied
366,1811,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,211.0,Somewhat clean,Somewhat safe,Somewhat satsified
367,2714,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,61.99999999999989,Clean,Very safe,Very satisfied
368,2724,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,107.0,Clean,Very safe,Somewhat satsified
369,229,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,70.0000000000001,Clean,Very safe,Neutral
370,1949,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
371,1897,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat dirty,Neutral,Neutral
372,2239,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,94.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
373,479,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,87.99999999999979,Somewhat clean,Very safe,Somewhat satsified
375,2170,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Somewhat safe,Somewhat satsified
377,2971,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,250.0,Somewhat clean,Very safe,Very satisfied
378,2442,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,207.0,Somewhat clean,Neutral,Neutral
379,3207,Thursday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,70.0,Clean,Very safe,Somewhat satsified
380,2926,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Very satisfied
381,859,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,685.0,Somewhat clean,Somewhat safe,Somewhat satsified
383,2918,Thursday,DELTA,SEATTLE,West US,    Hub,Gates 40-48,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified
384,944,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,165.0,Clean,Very safe,Very satisfied
385,418,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
386,1323,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Very satisfied
387,2480,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101.0,Clean,Very safe,Somewhat satsified
388,1750,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Average,Somewhat safe,Somewhat satsified
389,1131,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,90.0,Somewhat clean,Somewhat safe,Very satisfied
390,3193,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,160.0,Somewhat clean,Very safe,Neutral
391,1322,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
392,2166,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,113.0,Clean,Very safe,Somewhat satsified
393,555,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225.0,Somewhat clean,Very safe,Somewhat satsified
394,1757,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified
395,1065,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Somewhat clean,Very unsafe,Neutral
396,1298,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,111.0,Average,Somewhat safe,Neutral
397,396,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified
398,1383,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,145.0,Average,Very safe,Neutral
399,1028,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat unsatisfied
400,1813,Monday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,155.0,Average,Very safe,Neutral
401,331,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,156.0,Average,Somewhat safe,Neutral
403,3091,Sunday,ALASKA,NEWARK,EAST US,    Hub,Gates 50-59,2018-12-31,140.0,Clean,Very safe,Very satisfied
404,1315,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96.0,Clean,Somewhat safe,Neutral
406,352,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,240.0,Somewhat clean,Somewhat safe,Somewhat satsified
407,1659,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
408,1964,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,200.0,Clean,Somewhat safe,Somewhat satsified
409,790,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
410,1445,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,84.9999999999999,Clean,Very safe,Somewhat satsified
411,293,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,182.0,Clean,Very safe,Very satisfied
414,294,Thursday,UNITED,SAN DIEGO,West US,Medium     ,Gates 70-90,2018-12-31,182.0,Somewhat clean,Very safe,Very satisfied
415,763,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Somewhat clean,Neutral,Somewhat satsified
416,1701,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral
417,2472,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Somewhat clean,Very safe,Neutral
418,2892,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat unsatisfied
419,2612,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,120.0,Average,Neutral,Somewhat unsatisfied
421,263,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Neutral
422,3103,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,105.0,Clean,Somewhat safe,Very satisfied
423,2275,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Very satisfied
424,2688,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Neutral,Neutral
426,2678,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,212.0,Clean,Somewhat safe,Very satisfied
427,539,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,29.9999999999999,Clean,Very safe,Very satisfied
428,2496,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,191.0,Clean,Neutral,Very satisfied
430,2916,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied
431,2299,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
432,1853,Sunday,ALASKA,KAHULUI,West US,    Small,Gates 50-59,2018-12-31,145.0,Clean,Very safe,Very satisfied
